word,positive,negative,anger,anticipation,disgust,fear,joy,sadness,surprise,trust
phù_lên,0,1,0,1,0,0,0,1,0,0
phủ_nhận,0,1,1,0,1,0,0,0,0,0
phụ_thuộc,1,1,0,0,0,0,0,0,0,1
phù_thủy,1,0,0,1,0,0,0,0,1,0
quá_kích_động,0,1,1,0,0,1,0,0,0,0
quái_dị,0,1,0,0,0,1,0,0,1,0
quái_thú,0,1,1,0,0,1,0,0,0,0
quân_tử,1,0,0,1,0,0,0,0,0,1
quật_bằng_dây_lưng,0,1,1,0,0,1,0,0,0,0
quấy_rầy,0,1,1,0,0,0,0,1,0,0
quy_củ,1,0,0,1,0,0,0,0,0,1
quý_hiếm,1,0,0,1,0,0,1,0,0,0
quyến_rũ,1,1,0,0,0,0,1,0,0,0
rải_rác,0,1,0,1,1,0,0,0,0,0
rạng_rỡ,1,0,0,1,0,0,1,0,0,0
rạo_rực,1,0,0,1,0,0,0,0,1,0
rất_hay,1,0,0,1,0,0,1,0,0,0
reo_hò,1,1,0,0,0,0,0,0,0,1
rét,0,1,0,1,1,0,0,0,0,0
rét_buốt,0,1,0,1,1,0,0,0,0,0
rét_căm_căm,0,1,0,1,1,0,0,0,0,0
rét_cắt_da_cắt_thịt,0,1,0,1,1,0,0,0,0,0
rét_mướt,0,1,0,1,1,0,0,0,0,0
rối_tắm,0,1,1,0,1,0,0,0,0,0
rộng_lụng_thụng,0,1,0,1,1,0,0,0,0,0
sắc,0,1,0,0,1,1,0,0,0,0
sạch,1,0,0,1,0,0,1,0,0,0
sạch_sẽ,1,0,0,1,0,0,1,0,0,0
sai_phạm,0,1,0,0,1,0,0,1,0,0
sai_quy_tắc,0,1,1,0,1,0,0,0,0,0
sản_xuất_thủ_công,1,0,0,0,0,0,1,0,0,1
sáng_bóng,1,0,0,0,0,0,1,0,1,0
sáng_dạ,1,0,0,1,0,0,1,0,0,0
sáng_loá,1,0,0,0,0,0,1,0,1,0
sáng_loáng,1,0,0,0,0,0,1,0,1,0
sành_sỏi,1,0,0,0,0,0,1,0,0,1
sát_khuẩn,1,0,0,1,0,0,0,0,0,1
sát_trùng,1,0,0,1,0,0,0,0,0,1
sâu_cay,0,1,1,0,1,0,0,0,0,0
sầu_thảm,0,1,0,0,0,1,0,1,0,0
sỉ_nhục,0,1,1,0,1,0,0,0,0,0
siêu_nhân,1,0,0,0,0,0,1,0,0,1
sinh_khí,1,0,0,0,0,0,1,0,0,1
sinh_sự,0,1,1,0,0,1,0,0,0,0
sợ_hãi,0,1,0,0,0,1,0,1,0,0
sống_lại,1,1,0,1,0,0,0,0,0,0
sống_lâu_năm,1,0,0,1,0,0,0,0,1,0
sốt_sắng,1,0,0,0,0,0,1,0,0,1
giàu_sang,1,0,0,0,0,0,1,0,0,1
kính_yêu,1,0,0,0,0,0,1,0,0,1
sự_phẫn_nộ,0,1,1,0,0,1,0,0,0,0
quý_mến,1,0,0,0,0,0,1,0,0,1
sức_cùng_lực_kiệt,0,1,1,0,1,0,0,0,0,0
sức_nặng,1,0,0,1,0,1,0,0,0,0
sức_sống,1,0,0,0,0,0,1,0,0,1
súc_vật,0,1,1,0,0,1,0,0,0,0
sưng_húp,0,1,0,1,0,0,0,1,0,0
sưng_lên,0,1,0,1,0,0,0,1,0,0
sung_mãn_nhất,1,0,0,1,0,0,1,0,0,0
sưng_phù_lên,0,1,0,1,0,0,0,1,0,0
sút_giảm,0,1,0,1,0,0,0,1,0,0
suy_tàn,0,1,0,0,1,0,0,1,0,0
tà_dâm,0,1,1,0,1,0,0,0,0,0
tạ_lỗi,1,0,0,0,0,0,0,1,0,1
tắc_thở,0,1,0,0,1,1,0,0,0,0
tắc_trách,0,1,1,0,1,0,0,0,0,0
tách_biệt,1,1,0,0,0,1,0,0,0,0
tách_ra,0,1,1,0,0,0,0,1,0,0
tai_hại,0,1,0,0,0,1,0,1,0,0
tái_ngắt,0,1,0,0,0,1,0,0,1,0
tái_xanh,0,1,0,0,0,1,0,0,1,0
tạm_bợ,0,1,0,1,0,0,0,1,0,0
tâm_phúc,1,0,0,1,0,0,0,0,0,1
tâm_thần,0,1,0,0,0,1,0,1,0,0
tàn_ác,0,1,1,0,1,0,0,0,0,0
tán_gái,1,0,0,0,0,0,1,0,0,1
tàn_lụi,0,1,0,0,1,0,0,1,0,0
tàn_tật,0,1,0,0,0,1,0,1,0,0
tạp_nham,0,1,0,0,1,0,0,1,0,0
tấy,0,1,0,0,1,1,0,0,0,0
tệ_hơn,0,1,0,0,0,1,0,1,0,0
tha_tội,1,0,0,0,0,0,1,0,0,1
thảm_hoạ,0,1,0,0,0,1,0,1,0,0
thảm_kịch,0,1,0,0,0,1,0,1,0,0
thâm_tím,0,1,0,0,1,0,0,1,0,0
thần_tiên,1,0,0,0,0,0,1,0,1,0
thân_tín,1,0,0,1,0,0,0,0,0,1
thân_yêu,1,0,0,0,0,0,1,0,0,1
thánh_đường,1,0,0,0,0,0,1,0,0,1
thành_kính,1,0,0,1,0,0,0,0,0,1
thanh_tao,1,0,0,1,0,0,1,0,0,0
thành_thạo,1,0,0,0,0,0,1,0,0,1
thánh_thiện,1,0,0,1,0,0,1,0,0,0
thanh_thoát,1,0,0,1,0,0,1,0,0,0
thanh_tú,1,0,0,1,0,0,1,0,0,0
thấp,0,1,0,0,1,0,0,1,0,0
thay_đổi_thất_thường,0,1,1,0,1,0,0,0,0,0
theo_chủ_nghĩa_hoà_bình,1,0,0,1,0,0,0,0,0,1
theo_lề_thói,0,0,0,1,0,0,1,0,0,1
theo_tập_quán,0,0,0,1,0,0,1,0,0,1
theo_tục_lệ,0,0,0,1,0,0,1,0,0,1
thích_đáng,1,0,0,1,0,0,0,0,0,1
thiên_đàng,1,0,0,0,0,0,1,0,0,1
thiên_đường,1,0,0,0,0,0,1,0,0,1
thiện_tâm,1,0,0,1,0,0,1,0,0,0
thiên_thần,1,0,0,0,0,0,1,0,0,1
thiếu_tế_nhị,0,1,0,0,1,0,0,1,0,0
thiếu_thốn,0,1,0,0,0,1,0,1,0,0
thiếu_tinh_thần_trách_nhiệm,0,1,1,0,1,0,0,0,0,0
thiếu_trách_nhiệm,0,1,1,0,1,0,0,0,0,0
thiếu_tự_tin,0,1,0,0,1,0,0,1,0,0
thô_bạo,0,1,0,0,1,1,0,0,0,0
thô_bỉ,0,1,1,0,1,0,0,0,0,0
thô_lỗ,0,1,0,0,1,1,0,0,0,0
thô_thiển,0,1,0,0,1,0,0,0,1,0
thóc_mách,0,1,1,0,1,0,0,0,0,0
thọc_mạch,0,1,1,0,1,0,0,0,0,0
thối_rữa,0,1,0,0,1,1,0,0,0,0
thơm_ngon,1,0,0,1,0,0,1,0,0,0
thống_nhất,1,0,0,1,0,0,0,0,0,1
thông_thái,1,0,0,1,0,0,0,0,0,1
thủ_đoạn,0,1,1,0,1,0,0,0,0,0
thu_hoạch,1,0,0,1,0,0,1,0,0,0
thú_nhận,1,1,0,0,0,0,0,0,0,1
thú_tội,1,1,0,0,0,0,0,0,0,1
thú_vật,0,1,1,0,0,1,0,0,0,0
thuần_chất,1,0,0,1,0,0,0,0,0,1
thuần_hậu,1,0,0,0,0,0,1,0,0,1
thuần_nhất,1,0,0,0,0,0,1,0,0,1
thực,1,0,0,0,0,0,1,0,0,1
thương_tâm,1,0,0,1,0,0,0,1,0,0
thương_yêu,1,0,0,0,0,0,1,0,0,1
thụt_lại,0,1,0,1,0,0,0,1,0,0
thụt_lùi,0,1,0,1,0,0,0,1,0,0
tiềm_năng,1,0,0,1,0,0,0,0,0,1
tiêm_nhiễm,0,1,0,0,1,1,0,0,0,0
tiền_phạt,0,1,1,0,0,0,0,1,0,0
tiến_triển,1,0,0,1,0,0,1,0,0,0
tím_bầm,0,1,0,0,1,0,0,1,0,0
tìm_thấy,1,0,0,0,0,0,1,0,0,1
tin_cậy,1,0,0,0,0,0,1,0,0,1
tin_tưởng,1,0,0,0,0,0,1,0,0,1
tính_bạn,1,0,0,0,0,0,1,0,0,1
tình_cảm,1,0,0,0,0,0,1,0,0,1
tính_cầm_thú,0,1,0,0,1,1,0,0,0,0
tính_cáu_gắt,0,1,1,0,1,0,0,0,0,0
tinh_khiết,1,0,0,0,0,0,1,0,0,1
tình_người,1,0,0,0,0,0,1,0,0,1
tinh_tế,1,0,0,0,0,0,1,0,0,1
tinh_thông,1,0,0,0,0,0,1,0,1,0
tình_yêu,1,0,0,0,0,0,1,0,0,1
tò_mò,1,0,0,1,0,0,0,0,1,0
tò_mò_tọc_mạch,0,1,1,0,1,0,0,0,0,0
toàn_diện,1,0,0,1,0,0,1,0,0,0
tọc_mạch,0,1,1,0,1,0,0,0,0,0
tồi,0,1,0,0,1,0,0,1,0,0
tồi_hơn,0,1,0,0,0,1,0,1,0,0
tới_ngưỡng,0,1,0,1,0,0,0,1,0,0
tội_thông_dâm,0,1,0,0,1,0,0,1,0,0
tống_tiền,0,1,1,0,0,1,0,0,0,0
tốt_bụng,1,0,0,1,0,0,1,0,0,0
tốt_lành,1,0,0,1,0,0,1,0,0,0
trải_đời,1,1,0,0,0,0,0,0,0,1
trái_luật,0,1,0,0,0,1,0,1,0,0
trầm_trọng,0,1,0,0,0,1,0,1,0,0
trấn_an,1,0,0,1,0,0,0,0,0,1
tràn_đầy,1,0,0,0,0,0,1,0,1,0
trần_như_nhộng,0,1,0,0,1,0,0,0,1,0
tràn_trề,1,0,0,0,0,0,1,0,1,0
trần_truồng,0,1,0,0,1,0,0,0,1,0
tráng_lệ,1,0,0,0,0,0,1,0,1,0
trẻ_em,1,0,0,1,0,0,1,0,0,0
trêu_ngươi,0,1,1,0,1,0,0,0,0,0
trinh_tiết,1,0,0,1,0,0,0,0,0,1
trơ_tráo,0,1,1,0,1,0,0,0,0,0
trọc,0,1,0,1,0,0,0,1,0,0
trọc_đầu,0,1,0,1,0,0,0,1,0,0
trội_hơn,1,0,0,1,0,0,1,0,0,0
trốn_việc,1,0,1,0,0,0,0,1,0,0
trống_huếch_trống_hoác,0,1,0,1,0,0,0,0,1,0
trọng_lực,1,0,0,1,0,1,0,0,0,0
trong_sạch,1,0,0,1,0,0,1,0,0,0
trong_sáng,1,0,0,0,0,0,1,0,0,1
trưởng_thành,1,0,0,1,0,0,0,0,0,1
trượt_đi,1,0,0,1,0,0,1,0,0,0
truyền_cảm,1,0,0,1,0,0,1,0,0,0
tu,0,0,0,1,0,0,1,0,0,1
tu_dưỡng,1,0,0,1,0,0,0,0,0,1
tự_huỷ_diệt,0,1,0,0,0,1,0,0,1,0
tự_huỷ_hoại,0,1,0,0,0,1,0,0,1,0
tù_mù,0,1,0,1,0,0,0,1,0,0
tức_cười,0,1,0,0,1,0,0,0,1,0
tức_điên_người,0,1,1,0,1,0,0,0,0,0
tức_giận,0,1,1,0,1,0,0,0,0,0
từng_trải,1,1,0,0,0,0,0,0,0,1
tươi,1,0,0,0,0,0,1,0,0,1
tương_tư,0,1,0,1,0,0,0,1,0,0
tuyệt_vời,1,0,0,1,0,0,1,0,0,0
ủ_dột,0,1,0,0,1,0,0,1,0,0
uất,0,1,1,0,1,0,0,0,0,0
uất_hận,0,1,1,0,1,0,0,0,0,0
uất_ức,0,1,1,0,1,0,0,0,0,0
uể_oải,0,1,0,0,1,0,0,1,0,0
ứng_biến,1,0,0,1,0,0,0,0,1,0
ương_bướng,0,1,1,0,1,0,0,0,0,0
ướt_đẫm_ướt_đìa,1,0,0,1,1,0,0,0,0,0
ướt_lướt_thướt,0,1,0,0,0,0,0,1,1,0
ướt_như_chuột_lột,0,1,0,0,0,0,0,1,1,0
ưu_việt,1,0,0,1,0,0,1,0,0,0
uy_tín,1,0,0,0,0,0,1,0,0,1
văn_minh,1,0,0,1,0,0,1,0,0,0
vàng_hoe,0,1,0,0,1,0,0,1,0,0
vẻ_vang,1,0,0,1,0,0,1,0,0,0
viêm,0,1,0,0,1,1,0,0,0,0
viên_mãn,1,0,0,1,0,0,1,0,0,0
viễn_thị,0,1,0,1,0,0,0,1,0,0
vinh_dự,1,0,0,1,0,0,1,0,0,0
vinh_quang,1,0,0,1,0,0,1,0,0,0
vô_chính_phủ,0,1,1,0,0,1,0,0,0,0
vô_giáo_dục,0,1,0,0,1,0,0,1,0,0
vô_kỉ_luật,0,1,1,0,1,0,0,0,0,0
vô_liêm_sỉ,0,1,1,0,1,0,0,0,0,0
vô_ơn,0,1,1,0,1,0,0,0,0,0
vô_sinh,0,1,0,1,0,0,0,1,0,0
vô_tích_sự,0,1,0,1,0,0,0,1,0,0
vô_tính,0,1,1,0,1,0,0,0,0,0
vô_vị,0,1,0,0,1,0,0,1,0,0
vừa_bị_ăn_cắp,0,1,0,0,0,0,0,1,1,0
vừa_bị_lấy_đi,0,1,0,0,0,0,0,1,1,0
vừa_bị_trộm_đi,0,1,0,0,0,0,0,1,1,0
vừa_ý,1,0,0,1,0,0,1,0,0,0
vực_sâu,0,1,0,0,0,1,0,1,0,0
vực_thẳm,0,1,0,0,0,1,0,1,0,0
vui_thích,1,0,0,0,0,0,1,0,0,1
vương_vãi,0,1,0,1,1,0,0,0,0,0
xa_lạ,0,1,0,0,1,1,0,0,0,0
xác_thực,1,0,0,0,0,0,1,0,0,1
xâm_lăng,0,1,1,0,0,1,0,0,0,0
xâm_lược,0,1,1,0,0,1,0,0,0,0
xán_lạn,1,0,0,1,0,0,1,0,0,0
xanh,1,0,0,0,0,0,1,0,0,1
xanh_xao,0,1,0,0,0,1,0,1,0,0
xấu_số,0,1,0,0,1,0,0,1,0,0
xấu_thêm,0,1,1,0,0,0,0,1,0,0
xệp_xệ,0,1,0,1,0,0,0,1,0,0
xin_lỗi,1,0,0,0,0,0,0,1,0,1
xoi_mói,0,1,1,0,1,0,0,0,0,0
xuất_chúng,1,0,0,1,0,0,0,0,0,1
xuất_sắc,1,0,0,0,0,0,1,0,0,1
xúc_phạm,0,1,1,0,1,0,0,0,0,0
xung_đột,0,1,1,0,0,1,0,0,0,0
xuôi_chiều_mát_mái,1,0,0,1,0,0,1,0,0,0
xương_sống,1,0,1,0,0,0,0,0,0,1
xuyên_tạc,0,1,1,0,1,0,0,0,0,0
yên_bình,1,0,0,0,0,0,1,0,0,1
yên_lặng,1,0,0,0,0,0,1,0,0,1
yên_ổn,1,0,0,0,0,0,1,0,0,1
yêu,1,0,0,1,0,0,1,0,0,0
yêu_quý,1,0,0,0,0,0,1,0,0,1
yêu_thích,1,0,0,0,0,0,1,0,0,1
ác_liệt,0,1,0,0,0,1,0,0,0,0
ác_nghiệp,0,1,0,0,1,0,0,0,0,0
ác_tính,0,1,0,0,0,0,0,1,0,0
ái_quốc,1,0,0,0,0,0,0,0,0,1
ái_tình,1,0,0,0,0,0,1,0,0,0
âm_thầm,0,0,0,1,0,0,1,0,0,0
ẩm_thực,1,0,0,0,0,0,0,0,0,1
ẩn,0,1,0,0,0,0,0,1,0,0
ân_hận,0,1,0,0,0,0,0,1,0,0
ăn_khách_nhất,1,0,0,0,0,0,1,0,0,0
ăn_mòn,0,1,0,0,0,1,0,0,0,0
ăn_năn,1,0,0,0,0,1,0,0,0,0
ẩn_náu,1,0,0,0,0,0,0,0,0,1
ăn_ở_hai_lòng,0,1,0,0,0,1,0,0,0,0
ăn_sâu_thành_thói_quen,0,1,0,0,0,0,0,1,0,0
ăn_thịt,0,1,0,0,0,1,0,0,0,0
ẩn_ý,0,0,0,0,0,0,1,0,1,0
ảo_ảnh,0,1,0,0,0,0,0,0,1,0
ảo_giác,0,1,0,0,0,0,0,0,1,0
ấp_ủ,1,0,0,0,0,0,1,0,0,0
ẩu_đả,0,1,0,0,0,0,0,1,0,0
bác_sĩ,1,0,0,0,0,0,0,0,0,1
bách_khoa_toàn_thư,1,0,0,0,0,0,0,0,0,1
bài_hát_ngắn,1,0,0,0,0,0,1,0,0,0
bại_trận,0,1,0,0,0,0,0,1,0,0
bán_chạy_nhất,1,0,0,0,0,0,1,0,0,0
băn_khoăn,0,1,0,0,0,1,0,0,0,0
bận_tâm,0,0,0,0,0,1,0,1,0,0
bẩn_tưởi,0,1,0,0,0,1,0,0,0,0
bản_tường_trình,1,0,0,0,0,0,0,0,0,1
bằng_đường_hàng_không,0,0,0,1,0,0,1,0,0,0
bằng_hàng_không,0,0,0,1,0,0,1,0,0,0
bạo_dạn,1,0,0,0,0,0,0,0,0,1
bạo_động,0,1,1,0,0,0,0,0,0,0
bảo_hành,1,0,0,0,0,0,0,0,0,1
bão_hòa,0,1,0,0,1,0,0,0,0,0
bao_kín,0,0,0,1,0,0,0,0,0,1
bảo_mẫu,1,0,0,0,0,0,0,0,0,1
bạo_tàn,0,1,0,0,0,1,0,0,0,0
bảo_về,1,0,0,0,0,0,0,0,0,1
bập_bà_bập_bùng,0,1,1,0,0,0,0,0,0,0
bất_cân_bằng,0,1,0,1,0,0,0,0,0,0
bất_cân_đối,0,1,0,1,0,0,0,0,0,0
bất_đắc_dĩ,0,1,0,0,0,0,0,1,0,0
bất_đối_xứng,0,1,0,0,0,0,0,1,0,0
bất_động,0,1,0,1,0,0,0,0,0,0
bất_hoà,0,1,0,1,0,0,0,0,0,0
bất_lịch_sự,0,1,0,0,1,0,0,0,0,0
bất_nhân,0,1,0,0,1,0,0,0,0,0
bất_phục_tùng,0,1,1,0,0,0,0,0,0,0
bất_thường,0,1,0,0,0,0,0,0,1,0
bất_trung,0,1,0,0,1,0,0,0,0,0
bậy,0,1,0,0,1,0,0,0,0,0
bền_bỉ,1,0,0,0,0,0,0,0,0,1
bền_chặt,1,0,0,0,0,0,0,0,0,1
bền_chí,1,0,0,0,0,0,0,0,0,1
béo_ngậy,0,1,0,0,1,0,0,0,0,0
bét,0,1,0,0,0,0,0,0,1,0
bóc_lột,0,1,1,0,0,0,0,0,0,0
che_đậy,0,1,0,0,1,0,0,0,0,0
đánh_bại,0,1,0,0,0,0,0,1,0,0
động_đến,0,0,0,0,1,0,0,0,1,0
hắt_hủi,0,1,0,0,0,0,0,1,0,0
lẩn_khuất,0,1,0,0,1,0,0,0,0,0
ruồng_rẫy,0,1,0,0,0,0,0,1,0,0
bi_thảm,0,1,0,0,0,0,0,1,0,0
vắt_kiệt,0,1,1,0,0,0,0,0,0,0
bị_vứt_bỏ,0,1,1,0,0,0,0,0,0,0
bia,1,0,0,0,0,0,1,0,0,0
biến_đổi_không_ngừng,0,0,0,1,0,0,0,0,1,0
biến_đổi_liên_tục,0,0,0,1,0,0,0,0,1,0
biến_đổi_từng_ngày,0,0,0,1,0,0,0,0,1,0
biện_giải,1,0,0,0,0,0,0,0,0,1
biến_hình,0,0,0,0,0,0,1,0,1,0
biện_hộ,1,0,0,0,0,0,0,0,0,1
biết_giữ_gìn,1,0,0,0,0,0,0,0,0,1
biết_lưu_ý,1,0,0,0,0,0,0,0,0,1
bình_phục,1,0,0,1,0,0,0,0,0,0
bình_thản,0,1,0,0,0,0,0,1,0,0
bình_tĩnh,1,0,0,0,0,0,0,0,0,1
bổ_ích,1,0,0,1,0,0,0,0,0,0
bỏ_mạng_che_mặt,0,0,0,1,0,0,1,0,0,0
bỏ_qua,0,1,0,0,1,0,0,0,0,0
bơ_vơ,0,1,0,0,0,0,0,1,0,0
bốc_lửa,0,1,0,0,1,0,0,0,0,0
bọc_trực,1,0,0,0,0,0,0,0,0,1
bộc_trực,1,0,0,0,0,0,0,0,0,1
bôi_nhọ,0,1,0,0,1,0,0,0,0,0
bối_rối,0,1,1,0,0,0,0,0,0,0
bội_thu,1,0,0,0,0,0,0,0,1,0
bóng_bảy,1,0,0,0,0,0,0,0,1,0
bóng_bẩy,1,0,0,0,0,0,0,0,1,0
bóng_lộn,1,0,0,0,0,0,0,0,1,0
bóng_ma,0,1,0,0,0,1,0,0,0,0
bóng_mát,1,0,0,0,0,0,1,0,0,0
bóng_nhẫy,1,0,0,0,0,0,0,0,1,0
bóng_nhoáng,1,0,0,0,0,0,0,0,1,0
bóng_râm,1,0,0,0,0,0,1,0,0,0
bỏng_rộp,0,1,0,0,1,0,0,0,0,0
bừa_bộn,0,1,0,0,1,0,0,0,0,0
bụi,0,1,0,0,1,0,0,0,0,0
buồn,0,1,0,0,0,0,0,1,0,0
buồn_bã,0,1,0,0,0,0,0,1,0,0
buồn_cười,1,0,0,0,0,0,1,0,0,0
buồn_đau,0,1,0,0,0,0,0,1,0,0
buồn_khổ,0,1,0,0,0,0,0,1,0,0
buồn_lòng,0,1,0,0,0,0,0,1,0,0
buồn_mửa,0,1,0,0,0,1,0,0,0,0
buồn_nản,0,1,0,0,0,0,0,1,0,0
buồn_nôn,0,1,0,0,0,1,0,0,0,0
buồn_tẻ,0,1,0,0,0,0,0,1,0,0
buồn_thảm,0,1,0,0,0,0,0,1,0,0
bướng_bỉnh,0,1,0,0,0,0,1,0,0,0
buồng_ngủ,1,0,0,0,0,0,0,1,0,0
bứt_dứt,0,1,0,0,0,1,0,0,0,0
cả_gan,1,0,0,0,0,0,1,0,0,0
cấc_láo,0,1,1,0,0,0,0,0,0,0
cãi_lộn,0,1,0,0,0,0,0,1,0,0
cãi_vã,0,1,1,0,0,0,0,0,0,0
cam_đoan,1,0,0,0,0,0,0,0,0,1
cấm_kị,0,1,0,0,0,1,0,0,0,0
cặn,0,1,0,0,1,0,0,0,0,0
căn_bản,1,0,0,0,0,0,0,0,0,1
cằn_cỗi,0,1,0,0,0,0,0,1,0,0
can_đảm,1,0,0,0,0,1,0,0,0,0
cân_sức,0,0,0,1,0,0,1,0,0,0
căng_mọng,1,0,0,1,0,0,0,0,0,0
căng_tràn,1,0,0,1,0,0,0,0,0,0
cạnh_tranh,0,1,0,0,0,0,1,0,0,0
cảnh_tượng,1,1,0,0,0,0,0,0,0,0
cao_ngất,0,0,0,0,0,0,1,0,1,0
cao_tầng,0,0,0,0,0,0,1,0,1,0
cấp_tiến,1,0,0,1,0,0,0,0,0,0
cắt_đoạn,0,0,0,1,0,0,1,0,0,0
cắt_khúc,0,0,0,1,0,0,1,0,0,0
cắt_mẩu,0,0,0,1,0,0,1,0,0,0
cắt_nhỏ,0,0,0,1,0,0,1,0,0,0
cáu_ghét,0,1,0,0,1,0,0,0,0,0
càu_nhàu,0,1,0,0,1,0,0,0,0,0
cấu_trúc,1,0,0,0,0,0,0,0,0,1
cay,0,1,0,0,1,0,0,0,0,0
chậm_chạp,0,1,0,0,1,0,0,0,0,0
chăm_chỉ,1,0,0,1,0,0,0,0,0,0
chậm_hiểu,0,1,0,0,0,0,0,1,0,0
chậm_tiếp_thu,0,1,0,0,0,0,0,1,0,0
chán,1,0,0,0,0,0,0,1,0,0
chân_chất,1,0,0,0,0,0,0,0,0,1
chấn_động,0,0,0,1,0,0,0,0,1,0
chán_ngán,0,1,0,0,0,0,0,1,0,0
chắn_ngang,0,1,1,0,0,0,0,0,0,0
chán_ngắt,0,1,0,0,0,0,0,1,0,0
chân_thật,1,0,0,0,0,0,0,0,0,1
chân_thực,1,0,0,0,0,0,0,0,0,1
chân_trời,1,0,0,1,0,0,0,0,0,0
chào_mừng,1,0,0,0,0,0,0,0,1,0
chắp_vá,0,1,0,1,0,0,0,0,0,0
chất_lượng_cao,1,0,0,0,0,0,0,0,0,1
chất_phác,1,0,0,0,0,0,0,0,0,1
cháy_bỏng,0,0,0,0,0,0,1,0,1,0
chạy_được,1,0,0,1,0,0,0,0,0,0
chế_độ_ăn_uống,1,0,0,1,0,0,0,0,0,0
chế_giễu,0,1,0,0,1,0,0,0,0,0
chế_nhạo,0,1,0,0,1,0,0,0,0,0
chết_non,0,1,0,0,0,0,0,1,0,0
chỉ_đạo,1,0,0,0,0,0,0,0,0,1
chỉ_huy,1,0,0,0,0,0,0,0,0,1
chi_phiếu_khống,0,1,1,0,0,0,0,0,0,0
chiến_đấu,0,0,0,1,0,0,1,0,0,0
chiến_lược,0,0,0,1,0,0,0,0,0,1
chiến_tranh,0,1,0,0,0,1,0,0,0,0
chiến_tranh_du_kích,0,1,0,0,0,1,0,0,0,0
chiều_sâu,1,0,0,0,0,0,0,0,0,1
chín_chắn,1,0,0,0,0,0,0,0,0,1
chính_chắn,1,0,0,0,0,0,0,0,0,1
chính_hãng,1,0,0,0,0,0,0,0,0,1
chính_phủ,1,0,0,0,0,0,0,0,0,1
chính_trực,1,0,0,0,0,0,0,0,0,1
chính_xác,1,0,0,0,0,0,0,0,0,1
chính_xác_tuyệt_đối,1,0,0,0,0,0,0,0,0,1
chịu,0,0,1,0,0,1,0,0,0,0
chịu_đựng,0,0,1,0,0,1,0,0,0,0
chịu_trách_nhiệm,1,0,0,0,0,0,0,0,0,1
chói_lọi,1,0,0,1,0,0,0,0,0,0
chói_sáng,1,0,0,0,0,0,1,0,0,0
chói_vói,0,1,1,0,0,0,0,0,0,0
chống_cự,0,1,1,0,0,0,0,0,0,0
chóng_tàn,0,1,0,0,0,1,0,0,0,0
chống_thụ_thai,1,0,0,0,0,0,0,0,0,1
chóng_vánh,0,0,0,0,0,0,1,0,1,0
chống_viêm,1,0,0,1,0,0,0,0,0,0
chớp_nhoáng,1,0,0,0,0,1,0,0,0,0
chót,0,0,0,1,0,0,0,1,0,0
chủ_lực,0,0,0,1,0,0,0,0,0,1
chủ_tịch,1,0,0,0,0,0,0,0,0,1
chưa_bị_tình_nghi,1,0,0,1,0,0,0,0,0,0
chưa_cải_tạo,0,1,0,1,0,0,0,0,0,0
chưa_cải_thiện,0,1,0,1,0,0,0,0,0,0
chưa_cải_tiến,0,1,0,1,0,0,0,0,0,0
chua_cay,0,1,0,0,1,0,0,0,0,0
chưa_chết,1,0,0,0,0,0,0,0,1,0
chưa_chín_chắn,0,1,0,1,0,0,0,0,0,0
chưa_được_dạy,0,1,0,1,0,0,0,0,0,0
chưa_được_huấn_luyện,0,1,0,1,0,0,0,0,0,0
chưa_qua_tinh_chế,0,1,0,1,0,0,0,0,0,0
chưa_xác_định,0,1,0,1,0,0,0,0,0,0
chúc_mừng,1,0,0,0,0,0,0,0,1,0
chúc_rượu,1,0,0,0,0,0,1,0,0,0
chùm_tia,1,0,0,0,0,0,1,0,0,0
chung_chăn_chung_gối,1,0,0,0,0,0,0,0,0,1
chứng_chỉ,1,0,0,0,0,0,0,0,0,1
chứng_thực,1,0,0,0,0,0,0,0,0,1
chuyên_biệt,0,0,0,1,0,0,0,0,0,1
chuyên_chế,0,1,0,0,1,0,0,0,0,0
chuyên_gia,1,0,0,0,0,0,0,0,0,1
chuyên_môn,1,0,0,0,0,0,0,0,0,1
chuyển_nhượng,1,0,0,1,0,0,0,0,0,0
chuyên_quyền,0,1,0,0,1,0,0,0,0,0
có_ác_tâm,0,1,0,0,0,1,0,0,0,0
có_ác_ý,0,1,0,0,0,1,0,0,0,0
có_cải_cách,1,0,0,1,0,0,0,0,0,0
có_chất_thơ,1,0,0,1,0,0,0,0,0,0
có_chú_ý,1,0,0,0,0,0,1,0,0,0
có_của_ăn_của_để,1,0,0,1,0,0,0,0,0,0
cô_dì,1,0,0,0,0,0,0,0,0,1
có_định_hướng,1,0,0,0,0,0,0,0,0,1
có_độc_hại,0,1,0,0,0,1,0,0,0,0
có_đường_nét,1,0,0,0,0,0,1,0,0,0
cố_gắng,1,0,0,1,0,0,0,0,0,0
có_giá_trị_tài_ba,1,0,0,0,0,0,1,0,0,0
có_hiệu_lực,1,0,0,0,0,0,0,0,0,1
có_học_thức,1,0,0,0,0,0,0,0,0,1
có_hơi_thở,1,0,0,1,0,0,0,0,0,0
có_kinh_nghiệm,1,0,0,0,0,0,0,0,0,1
có_lòng_tốt,1,0,0,1,0,0,0,0,0,0
có_năng_lực,1,0,0,0,0,0,0,0,0,1
có_phúc,1,0,0,0,0,0,1,0,0,0
có_quan_tâm,1,0,0,0,0,0,1,0,0,0
có_quyền_lực,1,0,0,0,0,0,0,0,0,1
